OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,CONTRACT_LINK
SD-D17D09-EM-02-2020-00001,ADQUISICIÓN DE BATAS MANGA LARGA PARA EL DISTRITO 17D09 TUMBACO A TABABELA SALUD,PICHINCHA,DIRECCION DISTRITAL 17D09 TUMBACO A TABABELA SALUD,DIRECCION DISTRITAL 17D09 TUMBACO A TABABELA SALUD,IMPORTADORA BOHORQUEZ C. LTDA.,15/05/2020,2/06/2020,"$11.446,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VW8RQYIjTi9AGyHioLPEJJooIxUzZfEmMbSGvwfABNU,&idSoliCompra=jEBEaHFC4oXaR8Sh-yKCIGavPKiNAhAYyHXutgQ-_-Y,"
SD-D17D09-EM-02-2020-00002,ADQUISICIÓN  DE CUBRE ZAPATOS QUIRÚRGICOS PARA EL DISTRITO 17D09 TUMBACO A TABABELA SALUD,PICHINCHA,DIRECCION DISTRITAL 17D09 TUMBACO A TABABELA SALUD,DIRECCION DISTRITAL 17D09 TUMBACO A TABABELA SALUD,IMPORTADORA BOHORQUEZ C. LTDA.,10/06/2020,12/06/2020,"$10.762,71",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=hC85ZNnIUpdGLkgX7S30Cj1Xmt5GgxSK_qGpsR8ApS4,&idSoliCompra=y6FQwBQPfKudOcgXXYFSu6vnmfczgvoxKPD9q34Y1p0,"
038-DDS17D10-2020-00005,NC. ADQUISICIÓN DE DISPOSITIVOS MEDICOS DE USO GENERAL PARA LA PREVENCION DE LA PANDEMIA COVID-19 DE LA DIRECCIÓN DISTRITAL 17D10 CAYAMBE PEDRO MONCAYO-SALUD,PICHINCHA,DIRECCION DISTRITAL DE SALUD NO. 17D10,DIRECCION DISTRITAL DE SALUD NO. 17D10,PALACIOS PAVON FREDDY ARTURO,7/05/2020,8/05/2020,"$17.708,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=8DrTD3OLfiyjOOORjwRw6udyMegggG_mdtuqhpJD-aA,&idSoliCompra=W-1IbzZ_T9jyrd3XmFlay3Xi2vvKOnFEyWxbSrypJdU,"
DGAC-YA-2020-0022-R-00002,"PROCESO EMERGENTE PARA LA ADQUISICIÓN DE EQUIPOS PARA LA PROTECCIÓN DEL PERSONAL DE LA DIRECCIÓN REGIONAL II, FRENTE A RIESGO BIOLÓGICO A BROTE DE ENFERMEDAD POR CORONAVIRUS COVID-19",PICHINCHA,DIRECCION GENERAL DE AVIACION CIVIL,DIRECCION GENERAL DE AVIACION CIVIL,VITERI BUENAVENTURA MARCIA CLORINDA,11/05/2020,13/05/2020,"$14.715,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=PAUBZnCIanMFWN0AxScChou_xQvFudr0wMh6ESDQVys,&idSoliCompra=BCbwfcGYPY-EovJe5iOtI9HMTPVAfotBG94mUF-_PLM,"
001-202-AJ-DNPJeI-00004,"ADQUISICIÓN DE 100 RESPIRADORES REUTILIZABLES DE CARA COMPLETA Y 400 RESPIRADORES REUTILIZABLES DE MEDIA CARA CON SUS RESPECTIVO FILTROS O CARTUCHOS, PARA EL PERSONAL DE LA DIRECCIÓN NACIONAL DE LA POLICÍA JUDICIAL E INVESTIGACIONES, JEFATURAS, SUBJEFATURAS Y UNIDADES ESPECIALIZADAS A NIVEL NACIONAL",PICHINCHA,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,CARVIMCOMEX CIA LTDA,4/05/2020,24/05/2020,"$37.290,40",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VpkDGYXUBsmH5JH2r9DcZqsstuLaD8dLCpb7YE_Gxy4,&idSoliCompra=0kL2bPSU60WhLCqEs7ZhUuYN1ymJDC_pokpav_Ke-84,"
001-202-AJ-DNPJeI-00001,"ADQUISICIÓN DE 2000 TRAJES DE PROTECCIÓN BIOSEGURIDAD, PARA EL PERSONAL POLICIAL DE LA DIRECCIÓN NACIONAL DE LA POLICÍA JUDICIAL E INVESTIGACIONES, JEFATURAS, SUBJEFATURAS Y UNIDADES ESPECIALIZADAS A NIVEL NACIONAL",PICHINCHA,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,JARAVITEX CIA LTDA,8/04/2020,24/04/2020,"$30.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=FyqPlYzpY8A3ncxvCuW4T6_wzxWEBdp9P78g0nOGKhk,&idSoliCompra=16pyh3mQ6mguET3dqGUu38zgqfem2cUnCS0qD97gy34,"
001-202-AJ-DNPJeI-00003,"ADQUISICIÓN DE 5.000 MASCARILLAS O RESPIRADORES DESECHABLES N95 O EQUIVALENTES FFP2 O KN95, PARA EL PERSONAL DE LA DIRECCIÓN NACIONAL DE LA POLICÍA JUDICIAL E INVESTIGACIONES, JEFATURAS, SUBJEFATURAS Y UNIDADES ESPECIALIZADAS A NIVEL NACIONAL",PICHINCHA,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,PEREZ RIVADENEIRA EDGAR RAMIRO,4/05/2020,14/05/2020,"$20.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=d_SCPO6vXXiTNMzQL0UGK8QEQ2gxFo1gZoBTeOGZL6k,&idSoliCompra=BRxD2Jz0qN0o3jvD-mGTZ2lOC4O3ygz2npMkQ_IqM40,"
001-202-AJ-DNPJeI-00002,"ADQUISICIÓN DE 4.000 GAFAS TRANSPARENTES DE PROTECCIÓN, PARA EL PERSONAL POLICIAL DE LA DIRECCIÓN NACIONAL DE LA POLICÍA JUDICIAL E INVESTIGACIONES, JEFATURAS, SUBJEFATURAS Y UNIDADES ESPECIALIZADAS A NIVEL NACIONAL",PICHINCHA,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,DIRECCION NACIONAL DE LA POLICIA JUDICIAL ,CAMPOVERDE ARIAS JOSE LUIS,2/05/2020,17/05/2020,"$12.800,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Ka1PncQ4irii8RLeo4ThU9GHWB2gGORd4lC_zfzK1NQ,&idSoliCompra=ni9WSmGi9Bc8nEY-FcyLxR4OoU5rDP2Z8l31TpgWzxg,"
GEG-0074-2020-00004,"TRAJES DE BIOSEGURIDAD REUTILIZABLES, RESPIRADORES DESECHABLES N95 NIOSH Y GUANTES DE NITRILO DESECHABLES",PICHINCHA,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,CORDOVA GALLON TAMIA IXCHEL,3/04/2020,12/04/2020,"$48.953,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=a7Q1iyAYHgcNJaxIkxXlp8zQHKiK_wlJ_EJNRtdk_94,&idSoliCompra=zT9AJbhA_ak_Qc0JfzZBuzfhKyedrNRrKKdqeLaosD4,"
GEG-0074-2020-00008,RESPIRADOR CON CERTIFICACIÓN PARA PREVENCIÓN DEL COVID,PICHINCHA,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,AVILES RUIZ ANDREA DEL ROCIO,11/06/2020,12/06/2020,"$23.220,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=hARkSgHxXiQFqKNvhcTo8m1853WmKI6iv-hiUqb5o_w,&idSoliCompra=EnQKHv7tM63Yo_agsQx8hjSynkAkZVoY2Wh8v11MdwM,"
GEG-0074-2020-00006,ADQUISICIÓN DE PROTECTORES FACIALES PANORAMICOS,PICHINCHA,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,AZAÑA GUAÑA WILSON RICARDO,27/05/2020,2/06/2020,"$11.550,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=-07Jg7eNMu-dArxBEhI88zYLWS4uj5aJelr-ZvQiaSI,&idSoliCompra=IkcGLf3d-A2LO0QvCH5nebIetquK6lhvWXtmsCYHLmA,"
2018088-00001,"SERVICIO DE TRANSPORTE DE COMBUSTIBLES DE PRODUCTOS LIMPIOS, POR MEDIO DE AUTOTANQUES DESDE LOS TERMINALES: PASCUALES Y/O LA TRONCAL HASTA LAS INSTALACIONES DE LOS TERMINALES RIOBAMBA Y AMBATO DE LA EP PETROECUADOR.",PICHINCHA,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,COMPAÑIA DE TRANSPORTE DE CARGA PESADA Y COMBUSTIBLES GONZALEZ CIA LTDA,29/06/2018,31/07/2018,"$275.386,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=44pTwNNU5iQxjlhZ22Zl_N9ZbtdCHmedi6oTHg9EmQo,&idSoliCompra=dWTReJFdzm-u5zuLi7DViHfqljJLABU88N03KM3Md0w,"
2011242-00002,CONSULTORÍA PARA EL DIAGNÓSTICOSOCIO AMBIENTAL EN EL ÁREA DEINFLUENCIA DEL PROYECTOHIDROELÉCTRICO COCA CODO SINCLAIR,PICHINCHA,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,SERVICIOS Y CONSULTORIA TECNICA EN GESTION AMBIENTAL SERVIGARLIN S.A.,24/01/2012,31/01/2012,"$77.086,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=B_aCToeFJpUqvZOAsAwUzDozHybDor8shIAjEibHjyI,&idSoliCompra=3QUiEOIA2TUt3wx1WTQqdjEX5hb7kKZ6AoCE-L3GplA,"
2014203-00001,"3.1ASISTENCIA TÉCNICA ESPECIALIZADA PARA EL CONTROL, LIMPIEZA Y MITIGACIÓN DEL DERRAME DE PETRÓLEO OCURRIDA EL DÍA 10 DE JULIO DE 2014 EN LA MONOBOYA ?Y?.",PICHINCHA,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,OIL SPILL RESPONSE,11/06/2014,18/06/2014,"$22.021,16",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=7ae66FHPC5DcnzAZeZXlpX--rcYkc9O9veTRAI3qnT0,&idSoliCompra=RDwXni-XJ0R95XN42uNZi-ugt_NVnH0OaZaMPQAfiXI,"
2020003-00003,ADQUISICIÓN EMERGENTE DE POLINES TRONCOS DE MADERA PARA LA CONSTRUCCIÓN Y ASENTAMIENTO DE LA NUEVA LÍNEA DE TUBERÍA DE 26 PULGADAS DE DIÁMETRO POR LA ROTURA DEL SOTE EN EL KM 94+700,PICHINCHA,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,CASTILLO ZHISPON ROSA ROMELIA,23/04/2020,27/04/2020,"$13.230,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=da95OgYFJK8hR-B8rRJnMrqKt09_KKmgZyT1W_hHx00,&idSoliCompra=31NfrJCotQIBo6GaA-d_SvbCnfkIHmsqyc_y5gkR7Hk,"
06-CDE-EPTCMM-2020-00001,ADQUISICIÓN DE 2000 CANASTAS SOLIDARIAS PARA LA POBLACIÓN EN SITUACIÓN DE ATENCIÓN PRIORITARIA DE LA PROVINCIA DE PICHINCHA POR ESTADO DE EMERGENCIA SANITARIA COVID-19,PICHINCHA,EMPRESA PÚBLICA DE TURISMO CIUDAD MITAD DEL MUNDO EP,EMPRESA PÚBLICA DE TURISMO CIUDAD MITAD DEL MUNDO EP,RODRIGUEZ TORRES WILMER ITALO,1/04/2020,16/04/2020,"$25.820,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=3UIzz2bZn96RfCCKg1VYZHFqZBHiK5suvO2TTUkSNVc,&idSoliCompra=ac-FBKeHwzK-n0qhGaigKvfZ0qR2yz_Lwuw8XqSuD8E,"
2020-032-00001,?SERVICIO DE DESINFECCIÓN A LAS INSTALACIONES OPERATIVAS Y ADMINISTRATIVAS DE LA EPMAPS POR LA EMERGENCIA SANITARIA PRODUCIDA POR EL COVID-19?,PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO,EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO,LATINKURSA PROYECTOS ESTRATEGICOS S A,25/03/2020,23/04/2020,"$652.124,93",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=pikNCxeyoyKtggjlla74ol5zvVwvBTk9JLVe1KGJvk4,&idSoliCompra=KvoPhzXufyQRgNzbJIAJ5_lNyjCtXsSOC9zsbM0YAxk,"
2020-035-00004,ADQUISICIÓN POR EMERGENCIA DE LOS EQUIPOS DE PROTECCIÓN PERSONAL PARA EL PERSONAL OPERATIVO DE LA EPMAPS,PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO,EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO,SILVERTI S.A.,15/04/2020,27/04/2020,"$167.920,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=RfsTXQ21VrP2odlk8H1IrNaZaoPK7BrDOxqS5c3E_6M,&idSoliCompra=gbwl1H4fEw2gX1BkdSAbBGEsvlt88DDoDZNzF-xI860,"
024-EMASEOEP-2020-00001,LA ADQUISICIÓN DE GUANTE PALMA DE LÁTEX ANTI CORTE Y RESPIRADOR DESECHABLE PARA POLVOS Y GASES N95 PARA EL PERSONAL DE LA EMASEO EP POR LA SITUACIÓN EMERGENTE,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE ASEO,EMPRESA PUBLICA METROPOLITANA DE ASEO,ASOCIACION DE SERVICIOS DE LIMPIEZA QUITO COMPLEMENTO ASOLIMQUITO,20/03/2020,14/05/2020,"$246.929,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=kcRkF-M5Wjynxms64tdOTauhrZfL_R-7PVes6RmVE5g,&idSoliCompra=yApDexzr-beiKfAYTrqkX5LckdqbuGYTw2_fq-Qfv4o,"
024-EMASEOEP-2020-00003,"LA ADQUISICIÓN DE GUANTES PALMA NITRILO PU ANTI CORTE, RESPIRADORES MEDIA CARA PARA VAPORES Y GASES, FILTROS PARA RESPIRADORES MEDIA CARA, GUANTES DE EXAMINACIÓN TIPO INDUSTRIAL PARA EL PERSONAL DE LA EMPRESA PÚBLICA METROPOLITANA DE ASEO",PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE ASEO,EMPRESA PUBLICA METROPOLITANA DE ASEO,LIZANO TORRES DANIEL EFRAIN,22/05/2020,1/06/2020,"$139.158,40",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=DxnS4ULSCRUFa6yJBrQ3tkzUg_Gv9C4g5yyisZhib5I,&idSoliCompra=OtbcgkRNkCr5Y5IKaQDnnRqdbviBqBaKOgNIqnnWC4I,"
024-EMASEOEP-2020-00002,ADQUISICION DE TRAJES DE BIOSEGURIDAD ANTIFLUIDOS PARA EL PERSONAL DE LA EMPRESA PUBLICA METROPOLITANA DE ASEO,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE ASEO,EMPRESA PUBLICA METROPOLITANA DE ASEO,CHAVEZ CUENCA TATIANA ANAVELA,22/05/2020,1/06/2020,"$65.100,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=iELEliz8sdIsM8fr2wQa9ZCfYL8cTV3_cBOXLf9B1Ew,&idSoliCompra=XJUtZUX5MJFzE8rxYej4fFlbC9F9A415ojjrzL4jj1M,"
EP-GGE-CJU-2020-011-00001,SERVICIO DE TRATAMIENTO EMERGENTE DE LOS LIXIVIADOS DEL RELLENO SANITARIO EL INGA DEL DISTRITO METROPOLITANO DE QUITO.,PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,VILLACAPRIA CIA. LTDA.,14/07/2020,12/09/2020,"$549.675,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Zl-564e2_BK7NazFkTfjowGh6-IkKgxZTAMey-YwITM,&idSoliCompra=n5sr---9QL5r5dMWjsTbugprGJ6wIN4VyG8YLj94trI,"
EP-GGE-CJU-2020-015-00001,ADQUISICIÓN DE CONTENEDORES PARA CADAVERES CON CAUSA DE MUERTE PROBABLE O CONFIRMADA POR COVID-19 Y ALQUILER DE CHASIS,PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,VECILLA CHANCAY JENNIFFER SOFIA,14/04/2020,15/05/2020,"$88.800,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=H2-4dkw3QoUMVTTeOxBX31QPFf04TTwX42j_oknNt1U,&idSoliCompra=l4SxttAeGWeB-dmMUaWHrCBQUkrGjwMybGMhXmWPOY0,"
EP-GGE-CJU-2020-015-00002,"ADQUISICIÓN DE EQUIPOS DE PROTECCIÓN PERSONAL PROTECCIÓN DE VÍA AÉREA, OCULAR Y DÉRMICA FRENTE A LA EMERGENCIA DEL VIRUS COVID-19",PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,BENAVIDES AGUAY JEFFERSON EDUARDO,17/04/2020,17/05/2020,"$72.110,45",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=iakO8Zmdbxh_Jx5LqgdZKs4phX7fPOgSceQVFmY22J4,&idSoliCompra=UWNrJpuKRTV56zH0xC6obKMbJJ_IdjYanREZE1DXQbo,"
EP-GGE-CJU-2020-015-00006,"ADECUACIÓN DE CONTENEDORES PARA ALMACENAMIENTO DE CADÁVERES CON CAUSA DE MUERTE PROBABLE O CONFIRMADA POR COVID-19 DE MANERA TEMPORAL, CONTROLADA Y EN CONDICIONES APROPIADAS, FASE I....",PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,MALIZA GUAYASAMIN PAOLA ESTEFANY,27/05/2020,31/05/2020,"$70.650,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=QUMSPe05uCsizIB1Xp5_lZF127xoXTVqUbmC6DalmXM,&idSoliCompra=cw963PnRRRp5OA8RGlSYMSTLmNnUawQvGzmF2PILjHg,"
EP-GGE-CJU-2020-015-00004,SUMINISTROS DE PROTECCIÓN PERSONAL ANTE LA PRESENCIA DE PATÓGENOS EMERGENCIA COVID,PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,FERNANDEZ ESCOBAR JUAN CARLOS,25/05/2020,14/06/2020,"$45.800,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=k2XWQsctnTSJbzHt0Zb7-dxeBwweYhQnEJzvUHtDaQc,&idSoliCompra=SZ8xT3ATTQVDBem-7qfABp7EGo5xZ2BTIINSZ8n7mXk,"
EP-GGE-CJU-2020-015-00005,"ADQUISICIÓN DE CONTENEDORES TIPO OFICINA, BATERÍAS SANITARIAS Y DUCHAS PARA EL PERSONAL OPERATIVO DEL MANEJO DE CADÁVERES CON CAUSA DE MUERTE PROBABLE O CONFIRMADA POR COVID-19 INCLUYE INSTALACIÓN, FASE 1",PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,ECUHOUSE S.A.,20/05/2020,26/05/2020,"$22.375,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=TaJVKIbTPI_-DaACDVMJKfSzs9z5Z2ENm9on5_GoW50,&idSoliCompra=agSpQMstsNz3ZIQnOM_qNQ8kTU2g9nBPLn-cF_EVsgE,"
EP-GGE-CJU-2020-015-00003,"ADQUISICIÓN DE MAQUINARIA Y EQUIPOS PARA LA DESINFECCIÓN Y SANITIZACIÓN A TODO VEHÍCULO LIVIANO, PESADO, PERSONAL OPERATIVO, ADMINISTRATIVO CONTRATISTAS Y VISITANTES QUE INGRESEN A LOS CAMPOS DE ACCIÓN DE LA EMGIRS-EP ESTACIÓN DE TRANSFERENCIA NORTE, ESTACIÓN DE TRANSFERENCIA SUR, RELLENO ....",PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,INDUSTRIAL CISNEROS & BRAVO CSMSERVIMET CIA.LTDA.,24/04/2020,14/05/2020,"$20.946,22",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=lNtq4vTfBSdfrO73btRcafPMNUDlO3JJQJzM2EoDET8,&idSoliCompra=qB4XP63D_p3gX_ka-RB6LsgHCudtW8-SxUB-PORKhKM,"
EP-GGE-CJU-2020-015-00007,"FABRICACIÓN E INSTALACIÓN DE UN SISTEMA DE LAVADO DE BANDEJAS DE ALMACENAMIENTO DE CADÁVERES CON CAUSA DE MUERTE PROBABLE O CONFIRMADA POR COVID-19 QUE INCLUYE CABINA DE LAVADO DE BANDEJAS,SISTEMA DE HIDROLAVADO,TRAMPA DE GRASAS Y SISTEMA HIDRONEUMÁTICO PARA EVACUACIÓN DE FLUIDOS,FASE 1 ",PICHINCHA,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,HEREDIA JIMENEZ FAUSTO HERNAN,2/06/2020,6/06/2020,"$17.305,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=PVm5LvKB0oGgUtJHz16FGmzD57eVKuPsNE7kDjLiAUM,&idSoliCompra=i0YlcXxqFqx_esZjTSpjD1NT1Fe9UWPuwFx_fE6hM4g,"
EMS-GG-2020-018-00011,ADQUISICIÓN DE 480.000 MASCARILLAS PARA DOTAR A LOS GRUPOS PRIORITARIOS CON VULNERABILIDAD SOCIAL DENTRO DEL DMQ EN EL MARCO DE LA EMERGENCIA SANITARIA,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,INGESA S.A.,29/05/2020,5/06/2020,"$264.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=sOTg98RnkeOljx7HlmQgDh6TqkLfD08YRsbUJfjKeT4,&idSoliCompra=PkZVL7O7bHcchFqMg3yDWUmyqjZQbkX1uFWVvAzAYk0,"
EMS-GG-2020-018-00006,ADQUISICIÓN DE 960000 MASCARILLAS PARA LA EMERGENCIA SANITARIA EN EL DMQ,PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,AQUAPLAS SISTEMAS HIDRAULICOS S.A.,24/04/2020,28/05/2020,"$230.400,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=PxHyIW8sAie2ce-HPCZ1bugHSS6PNqO6FbOx5o3gfCc,&idSoliCompra=KYkEujg9QFY0U9VzUR14aOwJfJU8JOhJzpbUuzxuYJo,"
EMS-GG-2020-018-00009,"ADQUISICIÓN DE 5 CARPAS PARA TRIAJE Y 100 SILLAS DE PLÁSTICO , PARA ENTREGAR AL HOSPITAL DEL SUR DEL IESS",PICHINCHA,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,PARDO MASACHE CARMEN ELSA,28/04/2020,15/05/2020,"$12.435,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=EvsNxVYmpvq9cVPCArkThoczi7V1Uvklhja5KC7gh94,&idSoliCompra=gKOW-OJKztaxym5wVnWeAbiEnzeQIldqY3knZ1GT_TA,"
